travelCode,userCode,name,place,days,price,total,date
98311,974,Hotel Z,Aracaju (SE),2,208.04,416.08,06/18/2020
35597,341,Hotel BD,Natal (RN),2,242.88,485.76,04/30/2020
17951,178,Hotel A,Florianopolis (SC),1,313.02,313.02,05/07/2020
3473,34,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/25/2021
106191,1053,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/17/2021
125173,1235,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/19/2021
43146,422,Hotel AU,Recife (PE),3,312.83,938.49,12/10/2020
23063,226,Hotel Z,Aracaju (SE),2,208.04,416.08,12/26/2019
107547,1066,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/24/2022
116835,1157,Hotel AU,Recife (PE),4,312.83,1251.32,05/20/2021
3928,40,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/12/2020
32800,316,Hotel BD,Natal (RN),1,242.88,242.88,06/18/2020
101555,1007,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/30/2020
72894,708,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/24/2020
33818,325,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/30/2020
111138,1101,Hotel BP,Brasilia (DF),3,247.62,742.86,04/21/2022
87849,868,Hotel K,Salvador (BH),4,263.41,1053.64,10/22/2020
89457,882,Hotel A,Florianopolis (SC),3,313.02,939.06,09/30/2021
62624,611,Hotel BD,Natal (RN),3,242.88,728.64,08/13/2020
89837,887,Hotel BD,Natal (RN),4,242.88,971.52,12/05/2019
123372,1222,Hotel AU,Recife (PE),3,312.83,938.49,10/03/2019
122519,1214,Hotel AU,Recife (PE),1,312.83,312.83,09/02/2021
38862,372,Hotel AU,Recife (PE),4,312.83,1251.32,03/11/2021
76849,746,Hotel BP,Brasilia (DF),1,247.62,247.62,04/28/2022
9193,93,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/18/2021
42232,412,Hotel BW,Campo Grande (MS),1,60.39,60.39,02/20/2020
9457,94,Hotel Z,Aracaju (SE),1,208.04,208.04,09/22/2022
29817,284,Hotel K,Salvador (BH),3,263.41,790.23,09/01/2022
75563,736,Hotel A,Florianopolis (SC),2,313.02,626.04,04/23/2020
8366,82,Hotel AU,Recife (PE),1,312.83,312.83,12/03/2020
12366,120,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/16/2020
69241,671,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/16/2020
88453,873,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/30/2021
107915,1070,Hotel K,Salvador (BH),3,263.41,790.23,01/06/2022
111342,1103,Hotel Z,Aracaju (SE),4,208.04,832.16,11/18/2021
60311,583,Hotel BP,Brasilia (DF),4,247.62,990.48,10/20/2022
105192,1042,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/29/2020
7179,69,Hotel Z,Aracaju (SE),3,208.04,624.12,11/21/2019
65600,638,Hotel AU,Recife (PE),2,312.83,625.66,07/23/2020
24125,236,Hotel A,Florianopolis (SC),1,313.02,313.02,08/05/2021
69312,671,Hotel K,Salvador (BH),3,263.41,790.23,08/26/2021
114400,1138,Hotel Z,Aracaju (SE),1,208.04,208.04,02/17/2022
89390,882,Hotel A,Florianopolis (SC),3,313.02,939.06,06/18/2020
20372,197,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/13/2020
102758,1020,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/12/2020
37593,357,Hotel BD,Natal (RN),3,242.88,728.64,07/22/2021
5388,54,Hotel BP,Brasilia (DF),4,247.62,990.48,06/04/2020
133888,1319,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/02/2020
61830,603,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/26/2022
8109,79,Hotel BP,Brasilia (DF),1,247.62,247.62,10/17/2019
31484,301,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/21/2021
127522,1258,Hotel BD,Natal (RN),1,242.88,242.88,05/07/2020
71896,698,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/19/2020
68357,662,Hotel BW,Campo Grande (MS),3,60.39,181.17,06/03/2021
10174,103,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/17/2020
32872,317,Hotel BD,Natal (RN),1,242.88,242.88,08/27/2020
97839,968,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/02/2020
17458,174,Hotel BP,Brasilia (DF),2,247.62,495.24,07/21/2022
13108,129,Hotel K,Salvador (BH),2,263.41,526.82,02/13/2020
73003,709,Hotel BD,Natal (RN),4,242.88,971.52,03/26/2020
48716,478,Hotel Z,Aracaju (SE),1,208.04,208.04,04/22/2021
13668,134,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/04/2021
113309,1126,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/20/2020
85893,847,Hotel A,Florianopolis (SC),3,313.02,939.06,02/27/2020
51832,503,Hotel K,Salvador (BH),1,263.41,263.41,10/22/2020
98066,972,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/25/2020
96869,958,Hotel BD,Natal (RN),4,242.88,971.52,02/20/2020
87178,859,Hotel BP,Brasilia (DF),1,247.62,247.62,12/22/2022
78023,757,Hotel A,Florianopolis (SC),2,313.02,626.04,03/03/2022
126760,1253,Hotel AU,Recife (PE),2,312.83,625.66,09/02/2021
58693,572,Hotel AU,Recife (PE),1,312.83,312.83,05/14/2020
108526,1077,Hotel BP,Brasilia (DF),4,247.62,990.48,01/23/2020
80247,780,Hotel A,Florianopolis (SC),3,313.02,939.06,08/26/2021
60080,582,Hotel BP,Brasilia (DF),1,247.62,247.62,04/22/2021
58951,573,Hotel BP,Brasilia (DF),3,247.62,742.86,11/04/2021
59251,575,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/11/2021
116409,1155,Hotel K,Salvador (BH),1,263.41,263.41,02/27/2020
125665,1240,Hotel Z,Aracaju (SE),4,208.04,832.16,01/07/2021
34005,326,Hotel BD,Natal (RN),3,242.88,728.64,06/25/2020
113052,1121,Hotel K,Salvador (BH),4,263.41,1053.64,11/11/2021
24045,236,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/23/2020
26113,251,Hotel A,Florianopolis (SC),2,313.02,626.04,10/24/2019
96836,957,Hotel AU,Recife (PE),1,312.83,312.83,06/23/2022
82630,806,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/19/2019
89775,886,Hotel BD,Natal (RN),3,242.88,728.64,03/12/2020
85435,838,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/03/2022
62828,612,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/15/2021
25258,244,Hotel AF,Sao Paulo (SP),3,139.1,417.3,06/18/2020
87991,869,Hotel Z,Aracaju (SE),4,208.04,832.16,01/14/2021
102349,1015,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/28/2019
61028,593,Hotel K,Salvador (BH),2,263.41,526.82,10/10/2019
37758,360,Hotel BD,Natal (RN),3,242.88,728.64,09/26/2019
2499,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/14/2019
23784,233,Hotel Z,Aracaju (SE),3,208.04,624.12,03/26/2020
27232,262,Hotel BP,Brasilia (DF),2,247.62,495.24,01/23/2020
52838,512,Hotel BD,Natal (RN),1,242.88,242.88,05/28/2020
47087,456,Hotel AU,Recife (PE),3,312.83,938.49,08/19/2021
92160,909,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/05/2019
57642,561,Hotel BP,Brasilia (DF),4,247.62,990.48,04/22/2021
38493,369,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/03/2022
114657,1140,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/11/2021
121920,1210,Hotel Z,Aracaju (SE),1,208.04,208.04,09/26/2019
128165,1263,Hotel AU,Recife (PE),1,312.83,312.83,08/20/2020
53041,513,Hotel A,Florianopolis (SC),3,313.02,939.06,09/17/2020
49465,484,Hotel Z,Aracaju (SE),4,208.04,832.16,07/30/2020
81542,794,Hotel BP,Brasilia (DF),4,247.62,990.48,10/03/2019
48350,472,Hotel AU,Recife (PE),1,312.83,312.83,05/06/2021
116196,1153,Hotel BD,Natal (RN),4,242.88,971.52,07/23/2020
99968,992,Hotel BD,Natal (RN),1,242.88,242.88,11/10/2022
2762,23,Hotel AU,Recife (PE),4,312.83,1251.32,03/24/2022
126101,1248,Hotel BD,Natal (RN),3,242.88,728.64,03/18/2021
108018,1071,Hotel Z,Aracaju (SE),2,208.04,416.08,03/25/2021
133088,1311,Hotel BD,Natal (RN),1,242.88,242.88,01/20/2022
107284,1065,Hotel Z,Aracaju (SE),1,208.04,208.04,10/17/2019
30280,289,Hotel AU,Recife (PE),1,312.83,312.83,10/24/2019
80337,781,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/27/2021
50354,490,Hotel BP,Brasilia (DF),4,247.62,990.48,08/04/2022
14927,149,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/03/2019
118759,1176,Hotel K,Salvador (BH),3,263.41,790.23,04/21/2022
132192,1302,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/02/2021
84945,835,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/10/2021
110613,1096,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/11/2021
116726,1156,Hotel K,Salvador (BH),2,263.41,526.82,09/22/2022
108963,1080,Hotel Z,Aracaju (SE),4,208.04,832.16,08/05/2021
83798,821,Hotel BD,Natal (RN),2,242.88,485.76,09/26/2019
113933,1132,Hotel K,Salvador (BH),1,263.41,263.41,10/08/2020
6895,67,Hotel A,Florianopolis (SC),2,313.02,626.04,11/07/2019
67388,652,Hotel BD,Natal (RN),4,242.88,971.52,08/04/2022
109983,1090,Hotel Z,Aracaju (SE),1,208.04,208.04,12/19/2019
35964,343,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/03/2020
42089,410,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/19/2020
11447,112,Hotel K,Salvador (BH),4,263.41,1053.64,11/04/2021
82611,805,Hotel Z,Aracaju (SE),1,208.04,208.04,05/28/2020
124563,1230,Hotel BD,Natal (RN),1,242.88,242.88,01/14/2021
35287,338,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/30/2020
60536,585,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/09/2020
66559,646,Hotel BP,Brasilia (DF),3,247.62,742.86,02/06/2020
111064,1101,Hotel AU,Recife (PE),1,312.83,312.83,11/19/2020
43141,422,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/05/2020
27872,266,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/07/2022
99538,989,Hotel K,Salvador (BH),2,263.41,526.82,10/03/2019
135132,1330,Hotel BP,Brasilia (DF),3,247.62,742.86,03/18/2021
102840,1021,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/29/2020
12583,122,Hotel Z,Aracaju (SE),4,208.04,832.16,02/13/2020
46180,450,Hotel A,Florianopolis (SC),1,313.02,313.02,11/21/2019
100684,1001,Hotel K,Salvador (BH),2,263.41,526.82,03/10/2022
93507,922,Hotel K,Salvador (BH),1,263.41,263.41,12/22/2022
33235,321,Hotel K,Salvador (BH),2,263.41,526.82,11/14/2019
98869,979,Hotel BD,Natal (RN),3,242.88,728.64,05/14/2020
124504,1230,Hotel K,Salvador (BH),1,263.41,263.41,11/28/2019
1898,16,Hotel AU,Recife (PE),3,312.83,938.49,07/08/2021
28088,268,Hotel BD,Natal (RN),2,242.88,485.76,03/11/2021
50629,492,Hotel Z,Aracaju (SE),4,208.04,832.16,07/01/2021
30894,294,Hotel Z,Aracaju (SE),4,208.04,832.16,03/11/2021
45574,445,Hotel BD,Natal (RN),2,242.88,485.76,03/04/2021
96386,953,Hotel BP,Brasilia (DF),1,247.62,247.62,03/26/2020
92062,908,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/23/2021
24966,242,Hotel AU,Recife (PE),3,312.83,938.49,03/11/2021
50934,496,Hotel AU,Recife (PE),4,312.83,1251.32,07/02/2020
21957,215,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/28/2019
95903,948,Hotel Z,Aracaju (SE),1,208.04,208.04,07/09/2020
42008,409,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/14/2020
78919,766,Hotel Z,Aracaju (SE),1,208.04,208.04,01/07/2021
69208,669,Hotel AU,Recife (PE),3,312.83,938.49,05/12/2022
106613,1058,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/23/2021
10056,101,Hotel AU,Recife (PE),1,312.83,312.83,03/26/2020
100376,998,Hotel BD,Natal (RN),3,242.88,728.64,09/10/2020
54926,536,Hotel AU,Recife (PE),4,312.83,1251.32,10/24/2019
44522,434,Hotel Z,Aracaju (SE),1,208.04,208.04,07/07/2022
103919,1030,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/17/2019
118872,1178,Hotel K,Salvador (BH),4,263.41,1053.64,03/12/2020
31032,296,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/31/2020
80931,788,Hotel AU,Recife (PE),4,312.83,1251.32,01/02/2020
73098,710,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/26/2020
2130,18,Hotel AU,Recife (PE),2,312.83,625.66,03/31/2022
59501,577,Hotel AU,Recife (PE),4,312.83,1251.32,04/16/2020
125019,1234,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020
64902,632,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/03/2022
85744,846,Hotel K,Salvador (BH),3,263.41,790.23,06/11/2020
121012,1201,Hotel K,Salvador (BH),4,263.41,1053.64,03/26/2020
22295,219,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/30/2020
115015,1145,Hotel Z,Aracaju (SE),4,208.04,832.16,04/09/2020
98762,977,Hotel AU,Recife (PE),1,312.83,312.83,05/26/2022
59704,578,Hotel AU,Recife (PE),1,312.83,312.83,09/08/2022
132946,1310,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/05/2021
49912,487,Hotel BD,Natal (RN),2,242.88,485.76,10/29/2020
36997,352,Hotel K,Salvador (BH),1,263.41,263.41,05/12/2022
13968,139,Hotel K,Salvador (BH),3,263.41,790.23,05/14/2020
80902,787,Hotel BP,Brasilia (DF),1,247.62,247.62,05/20/2021
29167,279,Hotel BP,Brasilia (DF),3,247.62,742.86,10/24/2019
124792,1232,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/24/2019
55797,544,Hotel Z,Aracaju (SE),4,208.04,832.16,10/15/2020
97131,960,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/04/2021
65324,634,Hotel K,Salvador (BH),4,263.41,1053.64,05/11/2023
74860,727,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/05/2020
40385,389,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/22/2022
15909,157,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/23/2021
99829,992,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/12/2020
132376,1305,Hotel AU,Recife (PE),4,312.83,1251.32,03/26/2020
93974,928,Hotel K,Salvador (BH),2,263.41,526.82,05/20/2021
84199,826,Hotel BP,Brasilia (DF),4,247.62,990.48,03/12/2020
39560,383,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/31/2019
52903,512,Hotel BD,Natal (RN),1,242.88,242.88,08/26/2021
17547,175,Hotel AU,Recife (PE),3,312.83,938.49,06/18/2020
8200,80,Hotel K,Salvador (BH),4,263.41,1053.64,11/14/2019
5925,60,Hotel BW,Campo Grande (MS),1,60.39,60.39,08/06/2020
37727,359,Hotel AU,Recife (PE),4,312.83,1251.32,02/27/2020
40643,391,Hotel A,Florianopolis (SC),3,313.02,939.06,06/11/2020
134956,1327,Hotel K,Salvador (BH),3,263.41,790.23,05/07/2020
1192,11,Hotel K,Salvador (BH),2,263.41,526.82,01/16/2020
83339,814,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/03/2020
4577,46,Hotel BP,Brasilia (DF),2,247.62,495.24,02/06/2020
134473,1323,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/17/2019
95723,945,Hotel K,Salvador (BH),1,263.41,263.41,09/09/2021
122179,1212,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/24/2020
72141,701,Hotel K,Salvador (BH),1,263.41,263.41,04/01/2021
120019,1191,Hotel BD,Natal (RN),2,242.88,485.76,11/21/2019
22927,223,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/07/2022
13524,133,Hotel BP,Brasilia (DF),1,247.62,247.62,03/18/2021
88164,870,Hotel BP,Brasilia (DF),4,247.62,990.48,09/16/2021
77352,752,Hotel BP,Brasilia (DF),1,247.62,247.62,04/23/2020
78482,762,Hotel BP,Brasilia (DF),3,247.62,742.86,02/06/2020
68947,667,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/23/2020
66681,646,Hotel K,Salvador (BH),2,263.41,526.82,06/09/2022
31967,307,Hotel K,Salvador (BH),3,263.41,790.23,04/01/2021
68964,667,Hotel BD,Natal (RN),4,242.88,971.52,05/21/2020
114247,1137,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/02/2020
94688,935,Hotel BD,Natal (RN),3,242.88,728.64,03/10/2022
81884,797,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/07/2019
44348,433,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/12/2020
60079,582,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/15/2021
30203,288,Hotel K,Salvador (BH),1,263.41,263.41,09/03/2020
214,2,Hotel AU,Recife (PE),1,312.83,312.83,01/06/2022
114192,1136,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/28/2019
127232,1256,Hotel BP,Brasilia (DF),2,247.62,495.24,12/10/2020
117773,1166,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/09/2020
49992,487,Hotel BP,Brasilia (DF),3,247.62,742.86,05/12/2022
116991,1159,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/07/2021
5150,52,Hotel K,Salvador (BH),3,263.41,790.23,10/24/2019
110636,1097,Hotel BP,Brasilia (DF),3,247.62,742.86,09/26/2019
1690,15,Hotel AU,Recife (PE),3,312.83,938.49,05/14/2020
130450,1283,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/28/2020
80872,787,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/22/2020
40181,388,Hotel Z,Aracaju (SE),4,208.04,832.16,05/06/2021
52751,511,Hotel AU,Recife (PE),3,312.83,938.49,05/13/2021
107608,1067,Hotel AU,Recife (PE),3,312.83,938.49,10/15/2020
5958,60,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/25/2021
29576,282,Hotel BD,Natal (RN),3,242.88,728.64,03/05/2020
73138,710,Hotel BP,Brasilia (DF),3,247.62,742.86,09/02/2021
80213,780,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/31/2020
97682,967,Hotel Z,Aracaju (SE),3,208.04,624.12,01/30/2020
16049,158,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/02/2021
9172,93,Hotel AU,Recife (PE),2,312.83,625.66,09/24/2020
77643,755,Hotel BP,Brasilia (DF),2,247.62,495.24,09/10/2020
96644,956,Hotel BP,Brasilia (DF),2,247.62,495.24,11/12/2020
105823,1049,Hotel AU,Recife (PE),1,312.83,312.83,10/17/2019
36724,350,Hotel AU,Recife (PE),1,312.83,312.83,05/28/2020
83228,813,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/14/2021
86452,852,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/01/2020
22523,220,Hotel Z,Aracaju (SE),1,208.04,208.04,04/01/2021
80884,787,Hotel Z,Aracaju (SE),1,208.04,208.04,01/14/2021
43449,425,Hotel BW,Campo Grande (MS),4,60.39,241.56,05/28/2020
73431,712,Hotel Z,Aracaju (SE),2,208.04,416.08,04/15/2021
38385,369,Hotel A,Florianopolis (SC),2,313.02,626.04,02/06/2020
70946,687,Hotel A,Florianopolis (SC),3,313.02,939.06,05/21/2020
64262,625,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/05/2021
129814,1279,Hotel K,Salvador (BH),3,263.41,790.23,09/10/2020
120256,1193,Hotel BP,Brasilia (DF),3,247.62,742.86,03/25/2021
132734,1307,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/11/2020
122149,1212,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/27/2020
98701,977,Hotel K,Salvador (BH),4,263.41,1053.64,03/25/2021
80769,786,Hotel AU,Recife (PE),1,312.83,312.83,06/17/2021
120113,1191,Hotel K,Salvador (BH),2,263.41,526.82,09/09/2021
119903,1189,Hotel BP,Brasilia (DF),3,247.62,742.86,10/15/2020
38737,371,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/24/2022
92688,914,Hotel Z,Aracaju (SE),4,208.04,832.16,06/01/2023
28553,273,Hotel BD,Natal (RN),3,242.88,728.64,01/28/2021
104202,1033,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/08/2021
14112,140,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/04/2021
98769,977,Hotel BP,Brasilia (DF),2,247.62,495.24,07/14/2022
56690,552,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/23/2021
52040,504,Hotel BD,Natal (RN),4,242.88,971.52,03/09/2023
55657,542,Hotel A,Florianopolis (SC),1,313.02,313.02,09/23/2021
5474,55,Hotel K,Salvador (BH),1,263.41,263.41,03/05/2020
42744,416,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/27/2021
107313,1065,Hotel Z,Aracaju (SE),4,208.04,832.16,05/07/2020
74461,723,Hotel K,Salvador (BH),1,263.41,263.41,01/23/2020
133697,1316,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/03/2022
106422,1056,Hotel K,Salvador (BH),2,263.41,526.82,12/01/2022
128322,1264,Hotel BD,Natal (RN),4,242.88,971.52,11/19/2020
89707,885,Hotel AU,Recife (PE),3,312.83,938.49,05/14/2020
107296,1065,Hotel BP,Brasilia (DF),2,247.62,495.24,01/09/2020
54751,534,Hotel AU,Recife (PE),3,312.83,938.49,02/27/2020
29724,284,Hotel K,Salvador (BH),1,263.41,263.41,11/19/2020
37800,360,Hotel A,Florianopolis (SC),2,313.02,626.04,07/16/2020
58982,573,Hotel BD,Natal (RN),4,242.88,971.52,06/09/2022
79809,776,Hotel A,Florianopolis (SC),1,313.02,313.02,01/21/2021
114382,1138,Hotel BP,Brasilia (DF),3,247.62,742.86,10/14/2021
123492,1222,Hotel BP,Brasilia (DF),1,247.62,247.62,01/20/2022
118651,1176,Hotel AU,Recife (PE),4,312.83,1251.32,03/26/2020
42538,415,Hotel BP,Brasilia (DF),2,247.62,495.24,04/30/2020
8742,85,Hotel AU,Recife (PE),4,312.83,1251.32,09/26/2019
93716,925,Hotel BD,Natal (RN),3,242.88,728.64,10/01/2020
120675,1196,Hotel K,Salvador (BH),2,263.41,526.82,08/11/2022
95892,948,Hotel Z,Aracaju (SE),2,208.04,416.08,04/23/2020
126183,1248,Hotel BP,Brasilia (DF),2,247.62,495.24,10/13/2022
69031,668,Hotel A,Florianopolis (SC),1,313.02,313.02,10/15/2020
82576,805,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/26/2019
7073,68,Hotel K,Salvador (BH),1,263.41,263.41,05/21/2020
63613,619,Hotel BD,Natal (RN),1,242.88,242.88,10/31/2019
100711,1001,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/15/2022
59267,575,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/03/2021
23300,228,Hotel Z,Aracaju (SE),3,208.04,624.12,05/05/2022
4376,44,Hotel Z,Aracaju (SE),2,208.04,416.08,05/14/2020
43896,430,Hotel AU,Recife (PE),1,312.83,312.83,11/11/2021
112744,1119,Hotel Z,Aracaju (SE),4,208.04,832.16,01/02/2020
48486,475,Hotel A,Florianopolis (SC),2,313.02,626.04,07/16/2020
37840,362,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/18/2020
125254,1236,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/23/2020
98713,977,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/17/2021
134842,1325,Hotel K,Salvador (BH),3,263.41,790.23,06/18/2020
51058,497,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/21/2021
126215,1249,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/23/2020
66824,648,Hotel BP,Brasilia (DF),1,247.62,247.62,06/24/2021
75224,731,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/11/2020
77953,757,Hotel K,Salvador (BH),2,263.41,526.82,10/29/2020
28738,274,Hotel A,Florianopolis (SC),2,313.02,626.04,12/23/2021
105664,1048,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/26/2019
45983,448,Hotel AU,Recife (PE),2,312.83,625.66,06/24/2021
121531,1205,Hotel Z,Aracaju (SE),4,208.04,832.16,12/26/2019
67168,651,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/30/2021
7407,70,Hotel BW,Campo Grande (MS),2,60.39,120.78,08/19/2021
53330,516,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/30/2020
14675,146,Hotel Z,Aracaju (SE),3,208.04,624.12,06/16/2022
20266,196,Hotel K,Salvador (BH),2,263.41,526.82,02/06/2020
57664,561,Hotel K,Salvador (BH),3,263.41,790.23,09/23/2021
2822,25,Hotel BD,Natal (RN),3,242.88,728.64,10/17/2019
71689,696,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/10/2019
40359,389,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/23/2022
63058,614,Hotel AU,Recife (PE),2,312.83,625.66,05/21/2020
31437,301,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/27/2020
107065,1062,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/17/2020
72410,704,Hotel BP,Brasilia (DF),3,247.62,742.86,09/26/2019
134319,1322,Hotel BD,Natal (RN),1,242.88,242.88,01/02/2020
26280,251,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/05/2023
45024,440,Hotel Z,Aracaju (SE),3,208.04,624.12,05/07/2020
120200,1193,Hotel Z,Aracaju (SE),3,208.04,624.12,02/27/2020
67093,651,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/23/2020
81203,789,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/08/2022
22243,218,Hotel BD,Natal (RN),3,242.88,728.64,06/04/2020
11003,110,Hotel K,Salvador (BH),1,263.41,263.41,11/28/2019
65881,640,Hotel AU,Recife (PE),1,312.83,312.83,07/29/2021
105869,1049,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/03/2020
28143,268,Hotel K,Salvador (BH),1,263.41,263.41,03/31/2022
35505,339,Hotel BD,Natal (RN),4,242.88,971.52,09/24/2020
103155,1024,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/08/2021
36557,349,Hotel BD,Natal (RN),1,242.88,242.88,05/07/2020
135243,1331,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/09/2020
66390,645,Hotel AU,Recife (PE),4,312.83,1251.32,10/17/2019
88830,878,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/17/2020
54685,533,Hotel BP,Brasilia (DF),1,247.62,247.62,03/03/2022
33521,322,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/26/2022
114943,1143,Hotel Z,Aracaju (SE),4,208.04,832.16,02/27/2020
126305,1249,Hotel BD,Natal (RN),3,242.88,728.64,01/13/2022
